date,time,side,entry,sl,tp2,partial_time,runner_exit_time,total_R,entry_mode,cum_R
2025-01-08,2025-01-08 08:00:00+00:00,short,2651.164,2653.825,2645.842000000001,,2025-01-08 09:05:00+00:00,-1.0,market,-1.0
2025-01-23,2025-01-23 10:45:00+00:00,long,2751.095,2747.705,2757.8749999999995,,2025-01-23 12:10:00+00:00,-1.0,market,-2.0
2025-01-29,2025-01-29 08:00:00+00:00,long,2760.125,2758.015,2764.3450000000003,2025-01-29 08:30:00+00:00,2025-01-29 10:20:00+00:00,1.6,market,-0.3999999999999999
2025-01-31,2025-01-31 07:05:00+00:00,long,2793.915,2792.125,2797.495,2025-01-31 07:20:00+00:00,2025-01-31 08:20:00+00:00,1.6,market,1.2000000000000002
