model,trades,winrate,total_R,max_DD_R,threshold
Proposed_XGB_thr_0.50,544,0.40625,-10.845465766093461,32.00631040347608,0.5
Proposed_XGB_thr_0.60,514,0.4066147859922179,-8.256064691254279,27.138528236856843,0.6
Proposed_XGB_thr_0.70,471,0.4012738853503185,-19.194565580611837,32.01393995206867,0.7
