date,time,side,rr_target,entry,sl,tp,result_R,asia_high,asia_low,ema,atr
2025-04-11,2025-04-11 08:25:00+00:00,short,3.0,3223.025,3228.339,3207.0830000000005,0.0,3219.935,3184.665,3188.876930963929,5.149999999999928
2025-04-14,2025-04-14 10:25:00+00:00,long,3.0,3207.295,3205.035,3214.0750000000007,0.0,3245.515,3215.265,3228.9311780655303,3.6003571428571894
2025-04-16,2025-04-16 07:05:00+00:00,short,3.0,3294.775,3298.035,3284.995000000001,0.0,3291.585,3251.455,3256.9919949821788,3.541428571428469
2025-04-17,2025-04-17 07:15:00+00:00,long,3.0,3321.875,3318.825,3331.0250000000005,-1.0,3356.065,3320.515,3330.334124815892,4.2238571428571765
2025-04-21,2025-04-21 07:05:00+00:00,short,3.0,3394.015,3395.465,3389.664999999999,0.0,3385.695,3347.285,3359.097247285021,2.9300000000000637
2025-04-23,2025-04-23 07:05:00+00:00,long,3.0,3310.405,3299.905,3341.905,0.0,3386.375,3315.565,3364.646645378617,8.411785714285704
2025-04-30,2025-04-30 08:20:00+00:00,long,3.0,3288.255,3282.695,3304.935,-1.0,3327.865,3301.025,3311.7448280253598,4.484285714285794
2025-05-01,2025-05-01 09:45:00+00:00,long,3.0,3222.915,3218.485,3236.2049999999995,-1.0,3276.095,3220.605,3252.98262906477,2.77571428571423
2025-05-02,2025-05-02 07:35:00+00:00,short,3.0,3261.705,3262.705,3258.705,3.0,3258.455,3227.115,3242.7467943993033,3.6149999999999767
2025-05-05,2025-05-05 08:35:00+00:00,short,3.0,3271.355,3273.565,3264.725,-1.0,3272.205,3240.885,3253.3233194319455,3.126428571428505
2025-05-08,2025-05-08 07:05:00+00:00,long,3.0,3331.605,3325.925,3348.6449999999995,3.0,3414.705,3354.585,3378.372651295113,9.333142857142807
2025-05-09,2025-05-09 07:15:00+00:00,short,3.0,3327.035,3332.995,3309.1549999999997,0.0,3329.915,3274.295,3319.3359794151975,4.104999999999953
2025-05-12,2025-05-12 07:30:00+00:00,long,3.0,3230.705,3217.895,3269.1349999999998,-1.0,3289.675,3258.535,3289.0338535442465,8.28571428571435
2025-05-13,2025-05-13 07:05:00+00:00,short,3.0,3259.845,3265.765,3242.0849999999996,0.0,3260.545,3215.535,3241.926770773426,4.441857142857056
2025-05-16,2025-05-16 07:25:00+00:00,long,3.0,3208.065,3203.975,3220.3350000000005,0.0,3244.245,3206.255,3217.032836564054,4.211071428571423
2025-05-20,2025-05-20 09:05:00+00:00,short,3.0,3232.275,3238.515,3213.5550000000007,-1.0,3232.445,3204.205,3221.2867803288877,3.6404285714285316
2025-05-21,2025-05-21 07:05:00+00:00,short,3.0,3315.775,3320.915,3300.3550000000005,0.0,3319.325,3285.105,3290.4688217468965,3.6700000000000403
2025-05-22,2025-05-22 08:35:00+00:00,long,3.0,3314.298,3311.335,3323.186999999999,-1.0,3345.198,3319.128,3324.4279542392237,3.682785714285793
2025-05-23,2025-05-23 07:05:00+00:00,short,3.0,3328.418,3333.648,3312.728,-1.0,3325.398,3286.765,3306.9748118881303,3.3864285714286586
2025-05-26,2025-05-26 08:45:00+00:00,long,3.0,3334.048,3329.755,3346.9269999999988,-1.0,3356.598,3331.198,3346.410646492783,2.9289285714286115
2025-05-27,2025-05-27 07:05:00+00:00,long,3.0,3306.085,3302.648,3316.3959999999997,0.0,3349.748,3315.678,3336.54234598313,5.110214285714359
2025-05-28,2025-05-28 07:45:00+00:00,short,3.0,3317.248,3318.425,3313.7169999999996,-1.0,3315.525,3291.398,3305.15490670619,3.1019285714286133
2025-05-29,2025-05-29 07:20:00+00:00,short,3.0,3278.395,3283.625,3262.705,-1.0,3280.005,3245.198,3279.9330286798054,2.786428571428652
2025-05-30,2025-05-30 07:15:00+00:00,long,3.0,3291.735,3286.148,3308.496,0.0,3322.448,3289.898,3303.8605020020354,4.228714285714302
2025-06-02,2025-06-02 07:15:00+00:00,short,3.0,3350.905,3353.448,3343.276000000001,-1.0,3325.548,3301.195,3308.0422286177686,4.28164285714284
2025-06-03,2025-06-03 07:05:00+00:00,long,3.0,3355.045,3353.315,3360.235,-1.0,3388.398,3356.038,3365.784154837489,3.7728571428571547
2025-06-05,2025-06-05 09:25:00+00:00,short,3.0,3383.155,3385.425,3376.3450000000003,-1.0,3383.975,3360.925,3370.7620783607013,2.58992857142854
2025-06-06,2025-06-06 07:50:00+00:00,long,3.0,3355.575,3353.825,3360.825,0.0,3375.348,3355.848,3363.9717607320467,3.0097857142857265
2025-06-09,2025-06-09 07:10:00+00:00,short,3.0,3322.485,3323.609,3319.1130000000007,-1.0,3318.448,3293.198,3311.025712990476,2.5657142857142907
2025-06-10,2025-06-10 07:05:00+00:00,short,3.0,3326.335,3329.865,3315.745000000001,-1.0,3326.595,3301.698,3318.002046549601,3.280214285714302
2025-06-11,2025-06-11 07:55:00+00:00,short,3.0,3346.248,3348.085,3340.737,0.0,3342.895,3324.835,3332.930755401618,2.7114285714284767
2025-06-12,2025-06-12 07:40:00+00:00,long,3.0,3352.745,3347.898,3367.285999999999,-1.0,3377.548,3361.938,3360.6174282170728,4.620499999999928
2025-06-16,2025-06-16 07:05:00+00:00,long,3.0,3418.775,3412.735,3436.895,-1.0,3451.085,3417.555,3432.2560613325654,3.670571428571488
2025-06-19,2025-06-19 07:05:00+00:00,long,3.0,3356.505,3355.115,3360.675000000001,0.0,3387.798,3359.948,3374.217989143539,4.794857142857187
2025-06-24,2025-06-24 07:05:00+00:00,long,3.0,3323.395,3320.848,3331.036,-1.0,3357.615,3326.375,3353.213882080355,4.13149999999996
2025-06-25,2025-06-25 07:45:00+00:00,short,3.0,3334.948,3336.798,3329.398,0.0,3335.048,3323.415,3327.55165931341,2.7299999999999858
2025-06-26,2025-06-26 07:30:00+00:00,short,3.0,3345.275,3346.785,3340.745000000001,-1.0,3342.985,3328.998,3333.6956768308555,2.239857142857123
2025-06-27,2025-06-27 07:10:00+00:00,long,3.0,3287.935,3286.575,3292.0150000000003,-1.0,3321.845,3288.998,3313.113829131385,3.8110714285713323
2025-06-30,2025-06-30 07:05:00+00:00,short,3.0,3292.948,3294.448,3288.448,-1.0,3291.215,3259.195,3277.487084384042,2.2534999999999985
2025-07-01,2025-07-01 07:10:00+00:00,short,3.0,3333.785,3334.825,3330.665,-1.0,3332.175,3309.675,3311.3668244973846,2.2385714285714067
2025-07-02,2025-07-02 07:15:00+00:00,long,3.0,3331.655,3326.805,3346.2050000000013,0.0,3344.765,3328.208,3336.8046274004837,2.457642857142868
2025-07-03,2025-07-03 07:05:00+00:00,short,3.0,3360.548,3363.905,3350.4769999999985,0.0,3360.305,3341.648,3350.195666678219,2.43271428571435
2025-07-04,2025-07-04 07:05:00+00:00,short,3.0,3342.945,3343.955,3339.915000000001,3.0,3342.048,3325.615,3335.3127572516687,1.7037857142857515
2025-07-07,2025-07-07 07:50:00+00:00,long,3.0,3303.935,3302.205,3309.125,-1.0,3329.495,3305.005,3320.9047755692836,2.7709285714285476
2025-07-08,2025-07-08 07:05:00+00:00,short,3.0,3337.825,3338.975,3334.3749999999995,-1.0,3337.835,3327.115,3330.7912973259326,2.059571428571352
2025-07-09,2025-07-09 08:25:00+00:00,long,3.0,3286.335,3283.198,3295.7460000000005,-1.0,3307.725,3284.638,3299.673055716408,2.8578571428572235
2025-07-10,2025-07-10 07:05:00+00:00,short,3.0,3326.859,3329.048,3320.2920000000004,0.0,3326.085,3314.655,3315.7443000961034,1.8699999999999883
2025-07-11,2025-07-11 08:00:00+00:00,short,3.0,3341.685,3342.928,3337.956,-1.0,3341.508,3323.345,3329.2078090166697,2.0730000000000603
2025-07-14,2025-07-14 07:30:00+00:00,short,3.0,3374.365,3375.385,3371.3049999999985,3.0,3373.105,3353.435,3359.5290778862154,3.0621428571428817
2025-07-15,2025-07-15 07:50:00+00:00,short,3.0,3363.705,3365.975,3356.895,0.0,3364.955,3344.415,3354.5426881251146,1.704285714285756
2025-07-16,2025-07-16 07:20:00+00:00,short,3.0,3339.885,3340.935,3336.735000000001,0.0,3339.695,3324.865,3335.618068965481,1.652642857142902
2025-07-17,2025-07-17 07:05:00+00:00,long,3.0,3335.125,3333.105,3341.185,-1.0,3347.165,3335.695,3341.26332492385,2.7269285714286133
2025-07-18,2025-07-18 07:15:00+00:00,short,3.0,3343.685,3345.615,3337.8950000000004,-1.0,3344.048,3333.165,3337.290218594605,1.9350000000000753
2025-07-21,2025-07-21 07:05:00+00:00,short,3.0,3369.675,3371.245,3364.965000000001,0.0,3369.395,3347.418,3354.9546003637674,1.8781428571428478
2025-07-22,2025-07-22 07:05:00+00:00,long,3.0,3385.025,3383.225,3390.4250000000006,-1.0,3397.475,3384.498,3388.316727742536,1.6283571428571122
2025-07-24,2025-07-24 07:10:00+00:00,long,3.0,3373.305,3371.925,3377.444999999999,0.0,3393.165,3374.215,3390.0280018448657,3.2002142857142775
2025-07-25,2025-07-25 07:40:00+00:00,long,3.0,3353.695,3352.415,3357.5350000000008,0.0,3373.295,3355.085,3365.3211774747624,2.1667142857143062
2025-07-29,2025-07-29 08:10:00+00:00,short,3.0,3324.825,3326.335,3320.294999999999,-1.0,3320.648,3307.815,3317.409422906483,3.0990714285714085
2025-07-30,2025-07-30 10:00:00+00:00,short,3.0,3330.975,3334.815,3319.4549999999995,0.0,3333.505,3321.655,3327.29555737079,1.7737857142857851
2025-07-31,2025-07-31 07:10:00+00:00,short,3.0,3300.298,3303.098,3291.8979999999992,-1.0,3301.385,3282.535,3295.623342025338,2.4331428571429115
2025-08-01,2025-08-01 10:55:00+00:00,short,3.0,3299.255,3303.905,3285.305,-1.0,3300.148,3281.435,3292.939273651806,2.1132857142857966
2025-08-04,2025-08-04 07:05:00+00:00,short,3.0,3360.505,3363.415,3351.7750000000005,0.0,3362.125,3344.748,3358.700080269643,2.317142857142861
2025-08-05,2025-08-05 07:05:00+00:00,long,3.0,3367.715,3364.855,3376.2950000000005,0.0,3382.198,3367.498,3372.239815835542,1.788785714285593
2025-08-06,2025-08-06 07:25:00+00:00,long,3.0,3369.755,3367.875,3375.3950000000004,3.0,3385.098,3370.505,3376.0054679592613,1.8818571428571107
2025-08-07,2025-08-07 07:10:00+00:00,short,3.0,3387.748,3389.148,3383.548,-1.0,3384.005,3364.895,3375.408115632185,2.106642857142885
2025-08-08,2025-08-08 07:50:00+00:00,short,3.0,3400.695,3403.648,3391.8360000000002,0.0,3402.329,3380.839,3391.3791975898444,4.127428571428611
2025-08-11,2025-08-11 07:05:00+00:00,long,3.0,3362.355,3361.105,3366.105,-1.0,3391.425,3367.205,3384.836168964062,3.179000000000055
2025-08-12,2025-08-12 07:05:00+00:00,long,3.0,3346.815,3342.615,3359.415000000001,0.0,3357.235,3345.925,3352.369783675773,3.318642857142874
2025-08-13,2025-08-13 07:05:00+00:00,short,3.0,3355.195,3358.455,3345.415000000001,-1.0,3354.199,3342.439,3349.733688619088,2.227357142857175
2025-08-14,2025-08-14 07:55:00+00:00,long,3.0,3348.648,3345.248,3358.8480000000004,-1.0,3374.555,3355.265,3359.5029156056708,3.574857142857159
2025-08-19,2025-08-19 07:15:00+00:00,short,3.0,3338.435,3342.648,3325.7959999999994,-1.0,3341.395,3325.885,3336.3790187928207,1.964642857142865
2025-08-20,2025-08-20 07:10:00+00:00,short,3.0,3324.498,3325.498,3321.498,-1.0,3323.695,3311.255,3320.7649275759427,1.4864285714286
2025-08-21,2025-08-21 07:05:00+00:00,long,3.0,3336.255,3334.265,3342.225000000001,0.0,3346.735,3336.875,3340.4406659991787,1.664428571428646
2025-08-22,2025-08-22 07:50:00+00:00,long,3.0,3326.598,3324.525,3332.8169999999996,0.0,3340.075,3327.015,3334.6993954725463,2.041500000000042
2025-08-25,2025-08-25 07:10:00+00:00,short,3.0,3369.265,3370.695,3364.974999999999,0.0,3369.415,3359.495,3367.5278211329733,1.3680714285714137
2025-08-27,2025-08-27 07:20:00+00:00,long,3.0,3374.765,3372.665,3381.0649999999996,3.0,3393.295,3373.695,3381.869716621686,1.844285714285791
2025-08-28,2025-08-28 08:50:00+00:00,short,3.0,3400.545,3401.775,3396.855,0.0,3397.875,3384.445,3391.5747859026083,1.8582857142857196
2025-08-29,2025-08-29 07:30:00+00:00,long,3.0,3407.035,3405.515,3411.595,3.0,3417.645,3406.805,3410.2030550912277,1.5894999999999138
2025-09-02,2025-09-02 07:55:00+00:00,long,3.0,3474.335,3470.915,3484.5950000000003,-1.0,3508.228,3476.625,3483.745830245176,3.5390714285713654
2025-09-05,2025-09-05 08:20:00+00:00,long,3.0,3545.835,3543.695,3552.2549999999997,0.0,3560.965,3545.515,3550.252952222202,2.2659285714285358
2025-09-08,2025-09-08 07:25:00+00:00,short,3.0,3607.135,3611.065,3595.3450000000007,-1.0,3596.815,3579.365,3588.3407763262044,2.982142857142825
2025-09-10,2025-09-10 07:05:00+00:00,short,3.0,3646.415,3647.555,3642.9950000000003,0.0,3645.055,3619.965,3638.0916363190595,2.9494999999998788
2025-09-11,2025-09-11 09:15:00+00:00,long,3.0,3618.595,3617.435,3622.0749999999994,-1.0,3648.895,3623.225,3635.7485462372033,2.6373571428571267
2025-09-16,2025-09-16 07:05:00+00:00,short,3.0,3693.045,3694.875,3687.5550000000003,0.0,3689.169,3674.455,3676.0943544979236,2.5892857142857792
2025-09-17,2025-09-17 07:10:00+00:00,long,3.0,3674.725,3671.015,3685.855,-1.0,3695.185,3674.208,3684.1767574773967,3.2271428571428777
2025-09-18,2025-09-18 07:05:00+00:00,long,3.0,3639.505,3634.325,3655.045000000001,3.0,3669.635,3649.088,3661.21847580575,4.309928571428633
2025-09-22,2025-09-22 07:05:00+00:00,short,3.0,3713.568,3715.458,3707.8980000000006,0.0,3700.045,3685.235,3691.241286688388,3.595714285714361
2025-09-23,2025-09-23 09:00:00+00:00,short,3.0,3774.175,3775.995,3768.715000000001,-1.0,3759.035,3736.455,3745.5504003078026,3.6312857142856956
2025-09-24,2025-09-24 07:25:00+00:00,short,3.0,3775.295,3777.795,3767.795,-1.0,3776.795,3750.329,3766.510353982411,2.517714285714289
2025-09-25,2025-09-25 07:45:00+00:00,short,3.0,3751.265,3752.685,3747.0049999999997,0.0,3751.348,3729.365,3742.741572825559,2.8132857142857444
2025-09-26,2025-09-26 08:35:00+00:00,short,3.0,3752.248,3754.125,3746.617,-1.0,3753.035,3734.275,3745.201818358591,2.458357142857202
2025-09-29,2025-09-29 07:05:00+00:00,short,3.0,3815.998,3818.375,3808.867,-1.0,3814.305,3763.665,3782.4473830293355,4.071428571428571
2025-09-30,2025-09-30 08:25:00+00:00,long,3.0,3829.645,3819.472,3860.1639999999993,-1.0,3870.165,3830.798,3842.1188652908468,6.058357142857143
2025-10-01,2025-10-01 08:20:00+00:00,short,3.0,3892.515,3893.635,3889.154999999999,0.0,3875.295,3855.385,3858.4874784103968,4.238285714285731
2025-10-02,2025-10-02 07:10:00+00:00,short,3.0,3871.375,3873.725,3864.3250000000003,-1.0,3870.905,3852.635,3866.0481334217966,2.9519285714285224
